date,geoRegion,vaccine,entries,type_variant,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-02-16,BE,pfizer_biontech,1980,vaccine,1043132,29351,0.19,0.15,2.81,1600.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-17,BE,pfizer_biontech,2381,vaccine,1043132,31732,0.23,0.15,3.04,1602.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-18,BE,pfizer_biontech,2497,vaccine,1043132,34229,0.24,0.15,3.28,1602.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-19,BE,pfizer_biontech,2447,vaccine,1043132,36676,0.23,0.15,3.52,1602.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-20,BE,pfizer_biontech,14,vaccine,1043132,36690,0,0.15,3.52,1567.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-21,BE,pfizer_biontech,0,vaccine,1043132,36690,0,0.14,3.52,1434.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-22,BE,pfizer_biontech,1899,vaccine,1043132,38589,0.18,0.12,3.7,1269.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-23,BE,pfizer_biontech,1735,vaccine,1043132,40324,0.17,0.1,3.87,1059.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-24,BE,pfizer_biontech,1451,vaccine,1043132,41775,0.14,0.1,4,1059.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-25,BE,pfizer_biontech,1343,vaccine,1043132,43118,0.13,0.1,4.13,1059.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-26,BE,pfizer_biontech,975,vaccine,1043132,44093,0.09,0.09,4.23,898.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-27,BE,pfizer_biontech,14,vaccine,1043132,44107,0,0.07,4.23,767.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-02-28,BE,pfizer_biontech,0,vaccine,1043132,44107,0,0.06,4.23,686.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-01,BE,pfizer_biontech,773,vaccine,1043132,44880,0.07,0.06,4.3,621,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-02,BE,pfizer_biontech,817,vaccine,1043132,45697,0.08,0.06,4.38,613.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-03,BE,pfizer_biontech,881,vaccine,1043132,46578,0.08,0.06,4.47,617.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-04,BE,pfizer_biontech,887,vaccine,1043132,47465,0.09,0.06,4.55,617.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-05,BE,pfizer_biontech,922,vaccine,1043132,48387,0.09,0.07,4.64,769.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-06,BE,pfizer_biontech,41,vaccine,1043132,48428,0,0.1,4.64,1015.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-07,BE,pfizer_biontech,0,vaccine,1043132,48428,0,0.12,4.64,1249.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-08,BE,pfizer_biontech,1837,vaccine,1043132,50265,0.18,0.15,4.82,1542.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-09,BE,pfizer_biontech,2538,vaccine,1043132,52803,0.24,0.18,5.06,1836.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-10,BE,pfizer_biontech,2521,vaccine,1043132,55324,0.24,0.18,5.3,1856.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-11,BE,pfizer_biontech,2936,vaccine,1043132,58260,0.28,0.18,5.59,1856.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-12,BE,pfizer_biontech,2982,vaccine,1043132,61242,0.29,0.18,5.87,1885.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-13,BE,pfizer_biontech,182,vaccine,1043132,61424,0.02,0.18,5.89,1871.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-14,BE,pfizer_biontech,0,vaccine,1043132,61424,0,0.18,5.89,1888.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-15,BE,pfizer_biontech,2040,vaccine,1043132,63464,0.2,0.18,6.08,1889.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-16,BE,pfizer_biontech,2441,vaccine,1043132,65905,0.23,0.18,6.32,1879.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-17,BE,pfizer_biontech,2636,vaccine,1043132,68541,0.25,0.18,6.57,1881.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-18,BE,pfizer_biontech,2943,vaccine,1043132,71484,0.28,0.18,6.85,1881.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-19,BE,pfizer_biontech,2916,vaccine,1043132,74400,0.28,0.17,7.13,1815.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-20,BE,pfizer_biontech,196,vaccine,1043132,74596,0.02,0.16,7.15,1700.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-21,BE,pfizer_biontech,0,vaccine,1043132,74596,0,0.15,7.15,1596,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-22,BE,pfizer_biontech,1578,vaccine,1043132,76174,0.15,0.14,7.3,1435.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-23,BE,pfizer_biontech,1634,vaccine,1043132,77808,0.16,0.12,7.46,1258.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-24,BE,pfizer_biontech,1905,vaccine,1043132,79713,0.18,0.12,7.64,1232.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-25,BE,pfizer_biontech,1821,vaccine,1043132,81534,0.17,0.12,7.82,1232.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-26,BE,pfizer_biontech,1674,vaccine,1043132,83208,0.16,0.11,7.98,1131.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-27,BE,pfizer_biontech,14,vaccine,1043132,83222,0,0.1,7.98,1069.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-28,BE,pfizer_biontech,0,vaccine,1043132,83222,0,0.1,7.98,1049.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-29,BE,pfizer_biontech,872,vaccine,1043132,84094,0.08,0.1,8.06,1094.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-30,BE,pfizer_biontech,1198,vaccine,1043132,85292,0.11,0.08,8.18,892.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-03-31,BE,pfizer_biontech,1766,vaccine,1043132,87058,0.17,0.09,8.35,938.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-01,BE,pfizer_biontech,2135,vaccine,1043132,89193,0.2,0.09,8.55,938.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-02,BE,pfizer_biontech,261,vaccine,1043132,89454,0.03,0.08,8.58,875.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-03,BE,pfizer_biontech,336,vaccine,1043132,89790,0.03,0.13,8.61,1329.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-04,BE,pfizer_biontech,0,vaccine,1043132,89790,0,0.17,8.61,1802.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-05,BE,pfizer_biontech,430,vaccine,1043132,90220,0.04,0.22,8.65,2253.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-06,BE,pfizer_biontech,4380,vaccine,1043132,94600,0.42,0.28,9.07,2867.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-07,BE,pfizer_biontech,5075,vaccine,1043132,99675,0.49,0.28,9.56,2903.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-08,BE,pfizer_biontech,5290,vaccine,1043132,104965,0.51,0.28,10.06,2906,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-09,BE,pfizer_biontech,4563,vaccine,1043132,109528,0.44,0.35,10.5,3621.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-10,BE,pfizer_biontech,589,vaccine,1043132,110117,0.06,0.37,10.56,3837,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-11,BE,pfizer_biontech,15,vaccine,1043132,110132,0,0.38,10.56,3925.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-12,BE,pfizer_biontech,5438,vaccine,1043132,115570,0.52,0.36,11.08,3746.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-13,BE,pfizer_biontech,5889,vaccine,1043132,121459,0.56,0.35,11.64,3596.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-14,BE,pfizer_biontech,5697,vaccine,1043132,127156,0.55,0.34,12.19,3558.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-15,BE,pfizer_biontech,4035,vaccine,1043132,131191,0.39,0.34,12.58,3556.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-16,BE,pfizer_biontech,3510,vaccine,1043132,134701,0.34,0.35,12.91,3662,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-17,BE,pfizer_biontech,327,vaccine,1043132,135028,0.03,0.35,12.94,3672.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-18,BE,pfizer_biontech,2,vaccine,1043132,135030,0,0.36,12.94,3718,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-19,BE,pfizer_biontech,6174,vaccine,1043132,141204,0.59,0.37,13.54,3878.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-20,BE,pfizer_biontech,5960,vaccine,1043132,147164,0.57,0.39,14.11,4080.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-21,BE,pfizer_biontech,6018,vaccine,1043132,153182,0.58,0.39,14.68,4129.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-22,BE,pfizer_biontech,5160,vaccine,1043132,158342,0.49,0.39,15.18,4129.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-23,BE,pfizer_biontech,4922,vaccine,1043132,163264,0.47,0.39,15.65,4036.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-24,BE,pfizer_biontech,671,vaccine,1043132,163935,0.06,0.38,15.72,3944.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-25,BE,pfizer_biontech,0,vaccine,1043132,163935,0,0.36,15.72,3800.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-26,BE,pfizer_biontech,5525,vaccine,1043132,169460,0.53,0.36,16.25,3736.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-27,BE,pfizer_biontech,5316,vaccine,1043132,174776,0.51,0.35,16.75,3701.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-28,BE,pfizer_biontech,5008,vaccine,1043132,179784,0.48,0.38,17.24,3921,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-29,BE,pfizer_biontech,4714,vaccine,1043132,184498,0.45,0.38,17.69,3948.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-04-30,BE,pfizer_biontech,4677,vaccine,1043132,189175,0.45,0.39,18.14,4078,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-01,BE,pfizer_biontech,2207,vaccine,1043132,191382,0.21,0.41,18.35,4251.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-02,BE,pfizer_biontech,191,vaccine,1043132,191573,0.02,0.42,18.37,4336.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-03,BE,pfizer_biontech,6433,vaccine,1043132,198006,0.62,0.42,18.98,4385.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-04,BE,pfizer_biontech,6531,vaccine,1043132,204537,0.63,0.41,19.61,4253.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-05,BE,pfizer_biontech,5605,vaccine,1043132,210142,0.54,0.4,20.15,4172,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-06,BE,pfizer_biontech,5053,vaccine,1043132,215195,0.48,0.4,20.63,4145.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-07,BE,pfizer_biontech,3755,vaccine,1043132,218950,0.36,0.4,20.99,4130.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-08,BE,pfizer_biontech,1636,vaccine,1043132,220586,0.16,0.4,21.15,4214.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-09,BE,pfizer_biontech,6,vaccine,1043132,220592,0,0.42,21.15,4365.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-10,BE,pfizer_biontech,6329,vaccine,1043132,226921,0.61,0.38,21.75,3912.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-11,BE,pfizer_biontech,7116,vaccine,1043132,234037,0.68,0.37,22.44,3830.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-12,BE,pfizer_biontech,6661,vaccine,1043132,240698,0.64,0.36,23.07,3769.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-13,BE,pfizer_biontech,1887,vaccine,1043132,242585,0.18,0.36,23.26,3770.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-14,BE,pfizer_biontech,3179,vaccine,1043132,245764,0.3,0.35,23.56,3625.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-15,BE,pfizer_biontech,1207,vaccine,1043132,246971,0.12,0.32,23.68,3346.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-16,BE,pfizer_biontech,12,vaccine,1043132,246983,0,0.3,23.68,3117.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-17,BE,pfizer_biontech,5314,vaccine,1043132,252297,0.51,0.33,24.19,3479.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-18,BE,pfizer_biontech,5166,vaccine,1043132,257463,0.5,0.35,24.68,3630.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-19,BE,pfizer_biontech,5059,vaccine,1043132,262522,0.48,0.35,25.17,3635.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-20,BE,pfizer_biontech,4418,vaccine,1043132,266940,0.42,0.35,25.59,3637.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-21,BE,pfizer_biontech,4237,vaccine,1043132,271177,0.41,0.32,26,3329.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-22,BE,pfizer_biontech,1245,vaccine,1043132,272422,0.12,0.33,26.12,3416.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-23,BE,pfizer_biontech,26,vaccine,1043132,272448,0,0.33,26.12,3418,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-24,BE,pfizer_biontech,3154,vaccine,1043132,275602,0.3,0.32,26.42,3360.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-25,BE,pfizer_biontech,5777,vaccine,1043132,281379,0.55,0.33,26.97,3435,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-26,BE,pfizer_biontech,5069,vaccine,1043132,286448,0.49,0.34,27.46,3558.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-27,BE,pfizer_biontech,4014,vaccine,1043132,290462,0.38,0.35,27.85,3607.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-28,BE,pfizer_biontech,4760,vaccine,1043132,295222,0.46,0.38,28.3,3976.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-29,BE,pfizer_biontech,2108,vaccine,1043132,297330,0.2,0.37,28.5,3853.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-30,BE,pfizer_biontech,373,vaccine,1043132,297703,0.04,0.35,28.54,3685.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-05-31,BE,pfizer_biontech,5733,vaccine,1043132,303436,0.55,0.34,29.09,3496.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-01,BE,pfizer_biontech,4920,vaccine,1043132,308356,0.47,0.3,29.56,3120.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-02,BE,pfizer_biontech,3890,vaccine,1043132,312246,0.37,0.29,29.93,3033.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-03,BE,pfizer_biontech,2693,vaccine,1043132,314939,0.26,0.28,30.19,2986,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-04,BE,pfizer_biontech,2126,vaccine,1043132,317065,0.2,0.25,30.4,2622.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-05,BE,pfizer_biontech,1501,vaccine,1043132,318566,0.14,0.22,30.54,2355.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-06,BE,pfizer_biontech,39,vaccine,1043132,318605,0,0.21,30.54,2194.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-07,BE,pfizer_biontech,3186,vaccine,1043132,321791,0.31,0.2,30.85,2048.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-08,BE,pfizer_biontech,3053,vaccine,1043132,324844,0.29,0.2,31.14,2100.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-09,BE,pfizer_biontech,2765,vaccine,1043132,327609,0.27,0.2,31.41,2093.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-10,BE,pfizer_biontech,1668,vaccine,1043132,329277,0.16,0.21,31.57,2180.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-11,BE,pfizer_biontech,2494,vaccine,1043132,331771,0.24,0.2,31.81,2098.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-12,BE,pfizer_biontech,1452,vaccine,1043132,333223,0.14,0.19,31.94,2005.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-13,BE,pfizer_biontech,643,vaccine,1043132,333866,0.06,0.19,32.01,1931.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-14,BE,pfizer_biontech,2617,vaccine,1043132,336483,0.25,0.18,32.26,1902.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-15,BE,pfizer_biontech,2400,vaccine,1043132,338883,0.23,0.17,32.49,1722,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-16,BE,pfizer_biontech,2247,vaccine,1043132,341130,0.22,0.17,32.7,1738.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-17,BE,pfizer_biontech,1466,vaccine,1043132,342596,0.14,0.16,32.84,1683.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-18,BE,pfizer_biontech,1229,vaccine,1043132,343825,0.12,0.15,32.96,1518,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-19,BE,pfizer_biontech,1570,vaccine,1043132,345395,0.15,0.13,33.11,1320.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-20,BE,pfizer_biontech,258,vaccine,1043132,345653,0.02,0.11,33.14,1180.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-21,BE,pfizer_biontech,1456,vaccine,1043132,347109,0.14,0.11,33.28,1112.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-22,BE,pfizer_biontech,1019,vaccine,1043132,348128,0.1,0.1,33.37,1063.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-23,BE,pfizer_biontech,1265,vaccine,1043132,349393,0.12,0.08,33.49,889.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-24,BE,pfizer_biontech,993,vaccine,1043132,350386,0.1,0.08,33.59,873.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-25,BE,pfizer_biontech,885,vaccine,1043132,351271,0.08,0.08,33.67,819.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-26,BE,pfizer_biontech,350,vaccine,1043132,351621,0.03,0.08,33.71,892.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-27,BE,pfizer_biontech,144,vaccine,1043132,351765,0.01,0.09,33.72,957,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-28,BE,pfizer_biontech,1082,vaccine,1043132,352847,0.1,0.09,33.83,948.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-29,BE,pfizer_biontech,1530,vaccine,1043132,354377,0.15,0.09,33.97,985.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-06-30,BE,pfizer_biontech,1715,vaccine,1043132,356092,0.16,0.1,34.14,1002.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-01,BE,pfizer_biontech,933,vaccine,1043132,357025,0.09,0.09,34.23,982,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-02,BE,pfizer_biontech,1142,vaccine,1043132,358167,0.11,0.1,34.34,1025.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-03,BE,pfizer_biontech,472,vaccine,1043132,358639,0.05,0.09,34.38,991.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-04,BE,pfizer_biontech,0,vaccine,1043132,358639,0,0.09,34.38,948,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-05,BE,pfizer_biontech,1389,vaccine,1043132,360028,0.13,0.09,34.51,960.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-06,BE,pfizer_biontech,1289,vaccine,1043132,361317,0.12,0.1,34.64,997.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-07,BE,pfizer_biontech,1411,vaccine,1043132,362728,0.14,0.09,34.77,968,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-08,BE,pfizer_biontech,1023,vaccine,1043132,363751,0.1,0.09,34.87,970.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-09,BE,pfizer_biontech,1398,vaccine,1043132,365149,0.13,0.11,35.01,1190.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-10,BE,pfizer_biontech,266,vaccine,1043132,365415,0.03,0.13,35.03,1342,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-11,BE,pfizer_biontech,20,vaccine,1043132,365435,0,0.14,35.03,1449.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-12,BE,pfizer_biontech,2926,vaccine,1043132,368361,0.28,0.15,35.31,1505.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-13,BE,pfizer_biontech,2350,vaccine,1043132,370711,0.23,0.15,35.54,1509.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-14,BE,pfizer_biontech,2161,vaccine,1043132,372872,0.21,0.15,35.75,1555.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-15,BE,pfizer_biontech,1416,vaccine,1043132,374288,0.14,0.15,35.88,1556.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-16,BE,pfizer_biontech,1430,vaccine,1043132,375718,0.14,0.14,36.02,1465.57,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-17,BE,pfizer_biontech,583,vaccine,1043132,376301,0.06,0.13,36.07,1365.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-18,BE,pfizer_biontech,28,vaccine,1043132,376329,0,0.12,36.08,1231.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-19,BE,pfizer_biontech,2291,vaccine,1043132,378620,0.22,0.12,36.3,1189.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-20,BE,pfizer_biontech,1651,vaccine,1043132,380271,0.16,0.11,36.45,1149,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-21,BE,pfizer_biontech,1219,vaccine,1043132,381490,0.12,0.11,36.57,1097.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-22,BE,pfizer_biontech,1127,vaccine,1043132,382617,0.11,0.11,36.68,1095.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-23,BE,pfizer_biontech,1144,vaccine,1043132,383761,0.11,0.1,36.79,989.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-24,BE,pfizer_biontech,225,vaccine,1043132,383986,0.02,0.1,36.81,1025.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-25,BE,pfizer_biontech,13,vaccine,1043132,383999,0,0.1,36.81,1084,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-26,BE,pfizer_biontech,1545,vaccine,1043132,385544,0.15,0.1,36.96,1043.43,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-27,BE,pfizer_biontech,1904,vaccine,1043132,387448,0.18,0.1,37.14,1056,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-28,BE,pfizer_biontech,1630,vaccine,1043132,389078,0.16,0.1,37.3,1031.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-29,BE,pfizer_biontech,843,vaccine,1043132,389921,0.08,0.1,37.38,1030.14,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-30,BE,pfizer_biontech,1232,vaccine,1043132,391153,0.12,0.1,37.5,1069.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-07-31,BE,pfizer_biontech,52,vaccine,1043132,391205,0,0.1,37.5,1007.29,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-01,BE,pfizer_biontech,5,vaccine,1043132,391210,0,0.09,37.5,973.86,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-02,BE,pfizer_biontech,1823,vaccine,1043132,393033,0.17,0.1,37.68,1080.71,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
2021-08-03,BE,pfizer_biontech,1466,vaccine,1043132,394499,0.14,0.1,37.82,1109,COVID19VaccDosesAdministered,2021-11-03_08-07-17,detailed
